subject ID,Video ID,Attention,Meditation,Raw,Delta,Theta,Alpha 1,Alpha 2,Beta 1,Beta 2,Gamma1,Gamma2,predefined label,Self-defined label
0,0,50,38,4,649385,87338,3157,10348,6734,16234,18458,5517,0,0
0,0,48,30,40,199370,88345,11875,7753,5622,11409,28140,8635,0,0
0,0,47,35,125,481555,204302,25220,36287,49244,87583,84718,22923,0,0
0,0,20,43,148,1259232,833640,95490,61902,33732,46434,167431,16621,0,0
0,0,21,24,-101,744091,337196,5143,7303,23705,42594,45711,14853,0,0
0,0,13,17,-71,1038445,199679,374,24238,23214,25964,17117,11279,0,0
0,1,47,23,-58,587813,276755,47356,13611,18425,112767,55090,6949,0,1
0,1,48,37,18,264810,7319,1347,1468,1754,2469,2389,1271,0,1
0,1,56,44,84,1817666,259465,22213,71445,69577,105431,141042,29641,0,1
0,1,50,50,-24,821687,143836,33747,24584,40563,27901,20353,9265,0,1
0,1,40,51,-68,242816,146001,50443,2625,9570,15659,12204,11630,0,1
0,1,34,41,50,959252,112919,6242,7836,6310,12317,15924,4350,0,1
0,1,23,53,38,922691,333224,184451,139707,13783,54284,26299,32400,0,1
0,1,21,51,109,169733,52272,12774,4658,5475,8867,45725,5557,0,1
0,1,27,54,-76,1202987,161495,77222,28338,20339,45577,21255,16799,0,1
0,1,37,69,105,33577,11125,7648,1738,648,5643,2689,980,0,1
0,1,44,70,89,63133,12756,12818,6149,2044,6174,4615,1109,0,1
0,1,35,64,28,676343,826317,76939,33394,62740,34632,80925,14775,0,1
0,1,29,63,-46,1162415,649500,129777,221773,90690,95418,72384,33277,0,1
0,1,29,63,33,288236,121,25,317,694,519,214,81,0,1
0,1,29,63,-68,74528,44871,2788,1975,992,1565,1708,748,0,1
0,1,29,63,69,545366,160277,304340,92843,22182,50318,14695,15992,0,1
0,1,14,56,-71,298313,234443,27649,40937,12836,16821,28966,15167,0,1
0,1,10,34,-11,182939,100926,875,7090,23134,12788,4851,6447,0,1
0,1,21,43,150,379931,91727,7973,33202,12517,16603,24430,10394,0,1
0,1,17,37,156,43644,33058,4270,3049,1914,2671,3857,1477,0,1
0,1,26,40,34,398425,84511,34219,10801,18914,17699,15827,8938,0,1
0,1,35,54,168,443092,72962,37050,13731,29177,33064,34259,4145,0,1
0,1,44,56,8,1082479,21918,3740,14282,6225,13507,17251,6944,0,1
0,1,51,56,-39,1068753,262454,42871,15223,19254,40968,70221,24895,0,1
0,1,60,61,41,194450,29385,18535,18906,3559,25461,20912,3797,0,1
0,1,43,53,-89,610881,170524,25664,1575,23860,9199,17815,6949,0,1
0,1,26,48,74,169314,33288,6966,845,3375,2625,6038,2417,0,1
0,1,16,56,128,654419,116539,50959,37232,11432,8388,22612,5190,0,1
0,1,7,50,109,1131002,300616,52970,65322,41347,51419,106017,9744,0,1
0,1,10,40,105,292247,64972,982,1650,1654,4351,3129,873,0,1
0,1,29,37,23,88054,7479,1452,618,1812,5371,7911,1034,0,1
0,1,44,14,-69,1262195,354375,11297,12341,33118,80270,68064,17724,0,1
0,1,44,13,-36,1220490,423369,95835,42024,38255,77992,69040,19116,0,1
0,1,67,24,56,101383,57893,3210,16989,36472,53640,79281,17528,0,1
0,1,64,30,-1,255715,28712,14734,5202,3653,16925,24674,2306,0,1
0,1,66,51,-81,458250,21843,6774,9508,3937,10056,10236,6375,0,1
0,1,57,43,-130,49369,35622,1383,2455,718,2415,3483,1904,0,1
0,1,54,47,77,993562,124854,15999,21540,28511,69313,55979,14474,0,1
0,1,44,40,-29,258503,290570,52426,16923,38262,43073,23830,18919,0,1
0,1,43,35,140,94366,57081,2664,16599,2510,15217,6706,7145,0,1
0,1,48,50,53,248770,247662,138823,21735,23601,47448,38013,42517,0,1
0,1,41,53,76,2206606,221162,67257,34158,62384,65893,42664,8459,0,1
0,1,57,54,93,139264,29319,10090,12350,21991,40732,66196,16866,0,1
0,1,53,64,153,735766,158608,86087,61452,34017,33634,55752,23909,0,1
0,1,66,57,61,318032,89032,20928,12538,9927,54217,28213,23216,0,1
0,1,74,57,43,1078285,16225,8291,2956,4196,13242,11392,3705,0,1
0,1,50,53,59,240769,454835,31885,38457,8178,40062,63935,15239,0,1
0,1,56,48,22,2311485,139933,32682,52895,13552,55017,19074,14664,0,1
0,1,47,44,-54,635374,114038,16095,6551,16733,18516,6723,4277,0,1
0,1,48,44,118,557205,66769,21612,24172,17787,66593,38974,25209,0,1
0,1,51,47,123,267453,184135,25709,9402,16390,21550,64270,7065,0,1
0,1,50,37,-44,1578372,211963,32371,5387,17628,46940,66707,52263,0,1
0,1,56,29,48,338610,111379,4459,6347,14254,37887,10831,10775,0,1
0,1,47,37,44,2561495,108093,60186,49205,27369,47630,51514,8504,0,1
0,1,54,41,12,620989,109861,37278,17557,18989,42198,27086,15870,0,1
0,1,50,56,-21,1619267,77483,68454,20786,27901,16435,24156,19057,0,1
0,1,50,69,55,716119,154465,74192,19414,29154,85313,36150,48516,0,1
0,1,51,60,74,337561,119085,32630,6660,24543,37129,31966,41705,0,1
0,1,43,54,8,682102,109504,17918,6535,13661,13859,14663,4981,0,1
0,1,47,50,-195,592990,39088,12492,5503,1778,8170,14921,8665,0,1
0,1,44,51,32,1028511,204681,51497,87620,25237,88873,41723,34720,0,1
0,1,27,54,-17,377645,250983,49847,27548,16579,15290,8594,10354,0,1
0,1,26,53,-134,1511816,464244,49478,34991,47575,46645,129072,84001,0,1
0,1,23,64,69,361594,57607,91397,22438,4539,18157,22665,17051,0,1
0,1,30,63,44,388042,20087,14346,5328,4024,22825,51086,4293,0,1
0,1,47,74,-130,2288027,109429,98931,72193,40445,62149,86928,23723,0,1
0,1,66,81,4,723623,72046,52744,17300,7535,104680,102093,22214,0,1
0,1,60,61,119,1803415,168946,16540,9822,16075,9896,17077,2623,0,1
0,1,51,63,131,1683654,191088,82872,53364,17686,69352,93798,36011,0,1
0,1,47,57,-195,1020271,64421,22536,17636,8987,14004,19858,4234,0,1
0,1,30,48,-29,339093,340248,29360,22688,32236,53024,97043,21770,0,1
0,1,30,44,49,299478,214094,16968,7130,3987,11349,16342,6784,0,1
0,1,29,34,-147,265760,61614,4673,5975,8926,13899,16392,4157,0,1
0,1,26,24,-75,3224853,632673,81694,43354,44880,66165,81295,26401,0,1
0,1,37,41,-36,814434,36478,52762,69392,33132,59745,33934,32489,0,1
0,1,54,47,181,501266,124397,11790,20877,30225,58560,53238,23202,0,1
0,1,47,47,11,609468,208344,26400,4383,14868,19908,8743,5298,0,1
0,1,43,43,38,539017,520466,48659,24051,18712,43322,46598,23760,0,1
0,1,30,37,-151,99011,52648,20434,6968,8641,8499,8244,4347,0,1
0,1,14,35,17,557661,97560,6846,11386,22440,6976,16080,3154,0,1
0,1,34,40,55,1206062,73226,3660,26830,9518,58352,41927,24916,0,1
0,1,53,50,26,564672,14166,7096,9635,5627,19336,9803,5944,0,1
0,1,48,43,-38,747531,429929,26951,48728,11404,35088,25237,16807,0,1
0,1,60,41,41,863283,571820,65454,24327,40195,126870,68219,14776,0,1
0,1,50,47,-181,1240833,171580,93214,6833,20174,59061,77384,15396,0,1
0,1,35,37,96,585832,247339,33617,13637,21322,35364,41252,26106,0,1
0,1,54,38,104,1230740,165605,26158,33560,19701,113852,36018,12727,0,1
0,1,37,35,-26,1152797,596751,31288,14043,20244,16913,41235,11239,0,1
0,1,30,27,562,693655,388761,42547,31729,24668,56557,29465,6524,0,1
0,1,29,30,321,1314046,36097,13028,5092,38636,6591,7341,1836,0,1
0,1,17,37,16,906115,35721,9248,5814,3593,7320,2177,4098,0,1
0,1,20,29,-4,307411,741874,4955,22323,33489,23041,37547,7727,0,1
0,1,13,40,24,1134470,156265,78965,14098,7883,13450,31900,18831,0,1
0,1,10,43,35,1303918,170981,68438,25508,55637,25721,74329,19298,0,1
0,1,14,44,52,1995158,95757,33140,43449,49735,48064,67959,19646,0,1
0,1,38,64,-2,1057077,85253,23782,27036,29616,56219,32341,25595,0,1
0,1,43,57,-70,983561,408268,73047,49538,14162,47428,60168,43369,0,1
0,1,57,57,8,858523,17381,8223,6128,5337,14611,13450,5682,0,1
0,1,51,57,97,2069695,223964,11762,116027,41416,47825,115709,26584,0,1
0,1,51,47,-7,554161,106207,6868,8297,31749,44537,62702,21367,0,1
0,1,51,51,59,689724,62806,29248,8430,24013,8776,29748,9335,0,1
0,1,34,40,70,1291215,638300,29990,52593,56159,45282,66732,12457,0,1
0,1,43,35,152,1719844,76689,14608,16656,27039,43578,62062,18163,0,1
0,1,47,37,-90,1575458,237953,5693,36651,57734,131248,38480,17152,0,1
0,1,60,37,-180,132968,113111,55545,4251,6927,58530,47541,27135,0,1
0,1,77,50,38,1519635,76825,75922,38186,37803,78226,50802,19546,0,1
0,1,67,50,4,89000,11385,1978,1434,1392,2475,2296,930,0,1
0,1,57,61,-3,570562,45285,18556,9612,14590,11369,12309,3321,0,1
0,1,56,56,48,2265864,153168,48422,10278,57577,55312,76162,19970,0,1
0,1,47,56,9,212076,21114,17835,5047,13397,6216,18187,4629,0,1
0,1,57,57,84,276346,10235,3729,4277,11462,10718,3519,1369,0,1
0,1,57,61,-38,954237,104706,85620,16960,41829,30912,82853,24707,0,1
0,1,61,74,33,458519,6869,1475,19388,10522,9295,5051,4987,0,1
0,1,66,63,-74,331824,56589,4705,15298,26361,23212,12327,4995,0,1
0,1,53,69,103,614483,132021,42789,49881,34643,28977,19067,21086,0,1
0,1,56,66,-25,775495,109467,56108,10962,10541,38384,20217,8326,0,1
0,1,53,60,59,521186,256000,119940,25333,44827,106236,69375,35749,0,1
0,1,44,57,148,267524,341793,36204,20217,27945,48034,33874,18213,0,1
0,1,47,50,150,607486,580457,96042,27600,30794,108366,36282,11915,0,1
0,1,63,47,140,373095,30901,28269,21038,17949,112261,73265,11028,0,1
0,1,53,51,25,307985,8747,6416,2508,2916,1487,2789,2909,0,1
0,1,54,57,-6,1402862,54725,1920,19327,7149,11367,30303,3769,0,1
0,1,56,69,13,317402,61957,69160,17657,36534,27393,70578,6240,0,1
0,1,34,69,72,1616326,302720,31402,91948,67674,50768,43772,30642,0,1
0,1,38,56,3,1175382,58708,11519,1656,7594,9408,23026,7952,0,1
0,1,38,60,-94,360184,224520,47677,81076,21971,52827,29442,41282,0,1
0,1,38,51,116,598258,57377,5344,11804,6207,14368,10925,5113,0,1
0,1,48,51,48,549453,51953,16352,23712,32285,28744,38355,8389,0,1
0,1,48,53,55,80266,9265,1709,1328,1422,1877,1799,688,0,1
0,1,41,51,4,252133,133048,23953,34525,28158,13851,23614,9008,0,1
0,1,51,47,29,15831,67143,12999,4129,11209,46803,34928,12793,0,1
0,1,53,47,22,312566,96522,6582,59081,40151,56258,29387,9319,0,1
0,1,61,51,-3,253613,61890,25406,32395,21099,50504,42349,25197,0,1
0,1,66,41,53,535618,165093,1163,23931,25952,24230,47183,21174,0,1
0,1,47,27,50,231002,200732,5391,1460,6965,12239,4680,5718,0,1
0,1,51,27,195,499908,42130,36219,69304,139036,90707,32076,8032,0,1
0,1,43,27,55,251771,18081,5946,5435,1848,5182,14758,6987,0,1
0,1,48,35,57,844376,130031,7796,36809,9620,38670,38435,17166,0,1
0,1,60,54,-6,55394,93813,16215,19934,15376,27535,59064,11195,0,1
0,1,69,41,43,98828,35851,1396,7299,8253,64517,25540,10889,0,1
0,2,44,69,-1,118962,35777,3854,44394,12730,39718,28853,65465,0,1
0,2,47,63,100,61533,17993,4553,1018,1734,6011,5462,1459,0,1
0,2,43,64,55,1135427,402497,46213,76037,7967,45682,38238,25079,0,1
0,2,54,43,90,235695,102525,1456,5736,11505,45863,17231,5416,0,1
0,2,43,34,-35,2848708,397971,52378,37023,13967,58623,18218,23637,0,1
0,2,35,38,-137,186107,78223,14794,19118,7364,8734,17257,2243,0,1
0,2,50,48,-41,2036643,25755,30760,57265,15675,61367,45355,16413,0,1
0,2,38,63,-9,710161,64002,10121,6293,2594,9079,7112,3115,0,1
0,2,44,77,-25,168730,54384,60865,9487,10014,32975,41092,26739,0,1
0,2,51,61,-102,1985144,283779,19638,10006,26001,53028,79585,27534,0,1
0,2,41,54,37,904196,152170,49441,27502,24169,36155,25897,33050,0,1
0,2,54,53,99,247297,8311,548,2581,1209,6683,3116,694,0,1
0,2,53,41,-94,1008129,198877,56904,6000,70149,54151,50272,14868,0,1
0,2,56,66,80,823893,56692,84799,81839,24657,55922,108752,11066,0,1
0,2,57,61,93,464677,309655,55752,27689,28579,71154,59606,22083,0,1
0,2,57,67,-35,133515,5862,2644,4596,2226,7801,3009,1963,0,1
0,2,54,63,36,867617,55330,6407,2651,5406,10693,11959,4558,0,1
0,2,51,47,-50,929900,196222,21439,27380,23135,42362,57754,23349,0,1
0,2,40,35,36,1153360,783611,19839,28429,11677,43852,35930,12006,0,1
0,2,35,26,23,127002,45875,9664,5093,5377,23225,14620,3549,0,1
0,2,37,23,53,275129,89135,5426,4018,5094,19297,13051,10614,0,1
0,2,43,26,-39,2978240,159306,13208,69666,83776,97325,42019,24091,0,1
0,2,64,43,-18,451504,23250,24578,5742,21600,40009,27635,20450,0,1
0,2,56,53,12,494782,28798,10638,15415,5385,7446,7100,6161,0,1
0,2,63,74,-183,339338,13943,23612,33809,21081,32428,29989,19847,0,1
0,2,53,69,86,486083,109325,13794,7217,11184,13724,20912,6631,0,1
0,2,38,61,16,549681,106439,11864,12461,16751,15600,3735,3074,0,1
0,2,41,56,145,250803,48691,18692,6849,8448,14602,11462,2891,0,1
0,2,27,56,-45,614219,138140,75529,56130,18700,30047,43125,24833,0,1
0,2,35,61,-83,204178,173732,32735,30539,20264,54879,49731,14410,0,1
0,2,44,64,92,907536,40438,9688,11143,18222,22399,41016,14989,0,1
0,2,43,69,-257,336364,29034,16584,11372,8153,8786,20042,7199,0,1
0,2,48,56,-58,719432,136470,22849,13215,57671,34328,53757,11839,0,1
0,2,44,51,35,517832,190650,30935,12342,40893,31471,40762,16228,0,1
0,2,35,56,-73,302262,121967,37910,31596,31155,19799,20715,8264,0,1
0,2,41,53,-259,399229,32563,22532,18068,33816,27360,64254,11871,0,1
0,2,41,51,71,1125317,56245,7020,4754,2520,16104,10095,3206,0,1
0,2,60,56,23,33816,17018,14135,16409,37769,53065,35900,20032,0,1
0,2,56,51,-27,508249,269159,37315,28960,18574,26581,59641,20191,0,1
0,2,43,35,54,892327,416229,3477,32801,36956,31725,55862,37080,0,1
0,2,47,37,-52,205572,135638,21886,11576,21233,62306,28077,7053,0,1
0,2,54,30,109,68627,4262,5972,1642,7030,33920,7152,4154,0,1
0,2,69,27,-5,195743,49887,3545,11521,15718,27501,23656,11028,0,1
0,2,78,37,20,1209174,98934,5631,22231,38215,25216,32276,20822,0,1
0,2,88,44,60,859875,16968,5844,41536,14326,98470,64480,7961,0,1
0,2,61,40,99,586117,133890,13188,4979,18809,15609,7872,4889,0,1
0,2,43,41,-73,197289,106762,16193,4838,5375,6240,14106,3827,0,1
0,2,37,43,180,531940,214509,29704,34244,26763,27275,34793,23184,0,1
0,2,16,40,-18,2068566,249309,21132,66093,33639,47601,44163,23036,0,1
0,2,26,54,54,1091641,132564,53565,48846,22596,65852,48594,16303,0,1
0,2,37,64,17,1648631,82781,49654,22537,30366,26724,28701,22544,0,1
0,2,44,57,-39,355514,102255,12718,4498,21497,27249,55385,21870,0,1
0,2,50,47,37,265331,53495,3665,1609,4430,14688,6484,3523,0,1
0,2,51,44,-5,276560,53874,24715,18677,24365,33381,58634,10911,0,1
0,2,54,53,-43,37179,24734,43774,52746,15269,32067,40418,8638,0,1
0,2,54,54,23,198256,82231,2868,13736,22988,20680,65196,18855,0,1
0,2,64,69,28,36671,20572,19434,12357,24980,45093,45952,10927,0,1
0,2,77,56,-59,2051263,31205,2407,8046,16344,61692,52680,15954,0,1
0,2,60,43,-25,297260,115707,37905,2217,5812,6253,8406,3767,0,1
0,2,70,40,22,917135,68137,11830,4362,23570,67568,39001,21761,0,1
0,2,43,17,-42,483189,961497,14292,20529,35208,30537,19715,7400,0,1
0,2,29,27,86,442249,236418,54379,57179,28425,107718,121884,23108,0,1
0,2,51,16,-50,876316,238990,36845,3424,72128,135942,164217,45182,0,1
0,2,37,23,-237,597515,166776,34563,7742,18597,30397,46264,13178,0,1
0,2,50,47,-86,728149,94283,37360,13239,14218,20340,38118,6166,0,1
0,2,37,26,-34,426515,271559,5892,5864,11288,16547,35745,14395,0,1
0,2,24,30,-3,263737,138787,21711,3420,7554,24090,13844,15610,0,1
0,2,35,38,-33,672813,48948,18336,20439,7673,35331,23639,14700,0,1
0,2,27,26,75,1210141,296242,28873,9083,12554,20944,14283,8306,0,1
0,2,38,41,-226,98068,184501,23526,28584,21248,56817,60117,22192,0,1
0,2,44,47,-50,3107198,153275,36732,27890,36105,61774,55497,18134,0,1
0,2,34,44,-101,193180,563802,146913,77670,63878,83757,88361,30470,0,1
0,2,47,57,38,292138,90269,68571,13573,48713,54098,16629,7757,0,1
0,2,38,61,-26,79924,20508,4266,2703,4327,1993,4051,3185,0,1
0,2,35,60,-35,156033,36944,5542,7733,7332,11623,9043,5329,0,1
