Date,Open,High,Low,Close,Adj Close,Volume
2014-01-14,21.199999,21.199999,21.199999,21.199999,21.199999,0
2014-01-15,21.546667,21.546667,21.546667,21.546667,21.546667,0
2014-01-16,21.559999,21.559999,21.559999,21.559999,21.559999,0
2014-01-17,21.313334,21.313334,21.313334,21.313334,21.313334,0
2014-01-21,21.629999,21.629999,21.629999,21.629999,21.629999,0
2014-01-22,21.753334,21.753334,21.753334,21.753334,21.753334,0
2014-01-23,21.583334,21.583334,21.583334,21.583334,21.583334,0
2014-01-24,20.719999,20.719999,20.719999,20.719999,20.719999,0
2014-01-27,20.336666,20.336666,20.336666,20.336666,20.336666,0
2014-01-28,20.300001,20.300001,20.300001,20.300001,20.300001,0
2014-01-29,19.866667,19.866667,19.866667,19.866667,19.866667,0
2014-01-30,20.600000,20.600000,20.600000,20.600000,20.600000,0
2014-01-31,20.483334,20.483334,20.483334,20.483334,20.483334,0
2014-02-03,19.536667,19.536667,19.536667,19.536667,19.536667,0
2014-02-04,19.853334,19.853334,19.853334,19.853334,19.853334,0
2014-02-05,19.706667,19.706667,19.706667,19.706667,19.706667,0
2014-02-06,20.216667,20.216667,20.216667,20.216667,20.216667,0
2014-02-07,20.956667,20.956667,20.956667,20.956667,20.956667,0
2014-02-10,21.190001,21.190001,21.190001,21.190001,21.190001,0
2014-02-11,21.663332,21.663332,21.663332,21.663332,21.663332,0
2014-02-12,21.740000,21.740000,21.740000,21.740000,21.740000,0
2014-02-13,22.106667,22.106667,22.106667,22.106667,22.106667,0
2014-02-14,22.166666,22.166666,22.166666,22.166666,22.166666,0
2014-02-18,22.376665,22.376665,22.376665,22.376665,22.376665,0
2014-02-19,22.059999,22.059999,22.059999,22.059999,22.059999,0
2014-02-20,22.283333,22.283333,22.283333,22.283333,22.283333,0
2014-02-21,22.180000,22.180000,22.180000,22.180000,22.180000,0
2014-02-24,22.449999,22.449999,22.449999,22.449999,22.449999,0
2014-02-25,22.373335,22.373335,22.373335,22.373335,22.373335,0
2014-02-26,22.339998,22.339998,22.339998,22.339998,22.339998,0
2014-02-27,22.623335,22.623335,22.623335,22.623335,22.623335,0
2014-02-28,22.573334,22.573334,22.573334,22.573334,22.573334,0
2014-03-03,22.236666,22.236666,22.236666,22.236666,22.236666,0
2014-03-04,22.846666,22.846666,22.846666,22.846666,22.846666,0
2014-03-05,22.943335,22.943335,22.943335,22.943335,22.943335,0
2014-03-06,22.876665,22.876665,22.876665,22.876665,22.876665,0
2014-03-07,22.656668,22.656668,22.656668,22.656668,22.656668,0
2014-03-10,22.690001,22.690001,22.690001,22.690001,22.690001,0
2014-03-11,22.503334,22.503334,22.503334,22.503334,22.503334,0
2014-03-12,22.686666,22.686666,22.686666,22.686666,22.686666,0
2014-03-13,22.019999,22.019999,22.019999,22.019999,22.019999,0
2014-03-14,21.723333,21.723333,21.723333,21.723333,21.723333,0
2014-03-17,22.126665,22.126665,22.126665,22.126665,22.126665,0
2014-03-18,22.660002,22.660002,22.660002,22.660002,22.660002,0
2014-03-19,22.383333,22.383333,22.383333,22.383333,22.383333,0
2014-03-20,22.510000,22.510000,22.510000,22.510000,22.510000,0
2014-03-21,21.993334,21.993334,21.993334,21.993334,21.993334,0
2014-03-24,21.580000,21.580000,21.580000,21.580000,21.580000,0
2014-03-25,21.720001,21.720001,21.720001,21.720001,21.720001,0
2014-03-26,21.160000,21.160000,21.160000,21.160000,21.160000,0
2014-03-27,20.926666,20.926666,20.926666,20.926666,20.926666,0
2014-03-28,21.020000,21.020000,21.020000,21.020000,21.020000,0
2014-03-31,21.306665,21.306665,21.306665,21.306665,21.306665,0
2014-04-01,22.059999,22.059999,22.059999,22.059999,22.059999,0
2014-04-02,22.160002,22.160002,22.160002,22.160002,22.160002,0
2014-04-03,21.809999,21.809999,21.809999,21.809999,21.809999,0
2014-04-04,20.633333,20.633333,20.633333,20.633333,20.633333,0
2014-04-07,20.260000,20.260000,20.260000,20.260000,20.260000,0
2014-04-08,20.616667,20.616667,20.616667,20.616667,20.616667,0
2014-04-09,21.339998,21.339998,21.339998,21.339998,21.339998,0
2014-04-10,20.006666,20.006666,20.006666,20.006666,20.006666,0
2014-04-11,19.533333,19.533333,19.533333,19.533333,19.533333,0
2014-04-14,19.843332,19.843332,19.843332,19.843332,19.843332,0
2014-04-15,19.986666,19.986666,19.986666,19.986666,19.986666,0
2014-04-16,20.506666,20.506666,20.506666,20.506666,20.506666,0
2014-04-17,20.520000,20.520000,20.520000,20.520000,20.520000,0
2014-04-21,20.813334,20.813334,20.813334,20.813334,20.813334,0
2014-04-22,21.150000,21.150000,21.150000,21.150000,21.150000,0
2014-04-23,20.776667,20.776667,20.776667,20.776667,20.776667,0
2014-04-24,21.170000,21.170000,21.170000,21.170000,21.170000,0
2014-04-25,20.486666,20.486666,20.486666,20.486666,20.486666,0
2014-04-28,20.623333,20.623333,20.623333,20.623333,20.623333,0
2014-04-29,20.953333,20.953333,20.953333,20.953333,20.953333,0
2014-04-30,21.053333,21.053333,21.053333,21.053333,21.053333,0
2014-05-01,21.193335,21.193335,21.193335,21.193335,21.193335,0
2014-05-02,21.110001,21.110001,21.110001,21.110001,21.110001,0
2014-05-05,21.326666,21.326666,21.326666,21.326666,21.326666,0
2014-05-06,20.756666,20.756666,20.756666,20.756666,20.756666,0
2014-05-07,20.636667,20.636667,20.636667,20.636667,20.636667,0
2014-05-08,20.596666,20.596666,20.596666,20.596666,20.596666,0
2014-05-09,20.766666,20.766666,20.766666,20.766666,20.766666,0
2014-05-12,21.433334,21.433334,21.433334,21.433334,21.433334,0
2014-05-13,21.449999,21.449999,21.449999,21.449999,21.449999,0
2014-05-14,21.236666,21.236666,21.236666,21.236666,21.236666,0
2014-05-15,20.903334,20.903334,20.903334,20.903334,20.903334,0
2014-05-16,21.163334,21.163334,21.163334,21.163334,21.163334,0
2014-05-19,21.486666,21.486666,21.486666,21.486666,21.486666,0
2014-05-20,21.309999,21.309999,21.309999,21.309999,21.309999,0
2014-05-21,21.723333,21.723333,21.723333,21.723333,21.723333,0
2014-05-22,21.906668,21.906668,21.906668,21.906668,21.906668,0
2014-05-23,22.223333,22.223333,22.223333,22.223333,22.223333,0
2014-05-27,22.776667,22.776667,22.776667,22.776667,22.776667,0
2014-05-28,22.639999,22.639999,22.639999,22.639999,22.639999,0
2014-05-29,22.926666,22.926666,22.926666,22.926666,22.926666,0
2014-05-30,22.936666,22.936666,22.936666,22.936666,22.936666,0
2014-06-02,22.893333,22.893333,22.893333,22.893333,22.893333,0
2014-06-03,22.860001,22.860001,22.860001,22.860001,22.860001,0
2014-06-04,23.023333,23.023333,23.023333,23.023333,23.023333,0
2014-06-05,23.430000,23.430000,23.430000,23.430000,23.430000,0
2014-06-06,23.656668,23.656668,23.656668,23.656668,23.656668,0
2014-06-09,23.656668,23.656668,23.656668,23.656668,23.656668,0
2014-06-10,23.723333,23.723333,23.723333,23.723333,23.723333,0
2014-06-11,23.699999,23.699999,23.699999,23.699999,23.699999,0
2014-06-12,23.273333,23.273333,23.273333,23.273333,23.273333,0
2014-06-13,23.416666,23.416666,23.416666,23.416666,23.416666,0
2014-06-16,23.459999,23.459999,23.459999,23.459999,23.459999,0
2014-06-17,23.480001,23.480001,23.480001,23.480001,23.480001,0
2014-06-18,23.763334,23.763334,23.763334,23.763334,23.763334,0
2014-06-19,23.716667,23.716667,23.716667,23.716667,23.716667,0
2014-06-20,23.743334,23.743334,23.743334,23.743334,23.743334,0
2014-06-23,23.769999,23.769999,23.769999,23.769999,23.769999,0
2014-06-24,23.699999,23.699999,23.699999,23.699999,23.699999,0
2014-06-25,24.033333,24.033333,24.033333,24.033333,24.033333,0
2014-06-26,24.036667,24.036667,24.036667,24.036667,24.036667,0
2014-06-27,24.253334,24.253334,24.253334,24.253334,24.253334,0
2014-06-30,24.323334,24.323334,24.323334,24.323334,24.323334,0
2014-07-01,24.879999,24.879999,24.879999,24.879999,24.879999,0
2014-07-02,24.956667,24.956667,24.956667,24.956667,24.956667,0
2014-07-03,25.253334,25.253334,25.253334,25.253334,25.253334,0
2014-07-07,25.096666,25.096666,25.096666,25.096666,25.096666,0
2014-07-08,24.503334,24.503334,24.503334,24.503334,24.503334,0
2014-07-09,24.866667,24.866667,24.866667,24.866667,24.866667,0
2014-07-10,24.699999,24.699999,24.699999,24.699999,24.699999,0
2014-07-11,25.013334,25.013334,25.013334,25.013334,25.013334,0
2014-07-14,25.323334,25.323334,25.323334,25.323334,25.323334,0
2014-07-15,25.133333,25.133333,25.133333,25.133333,25.133333,0
2014-07-16,25.353333,25.353333,25.353333,25.353333,25.353333,0
2014-07-17,24.656668,24.656668,24.656668,24.656668,24.656668,0
2014-07-18,25.440001,25.440001,25.440001,25.440001,25.440001,0
2014-07-21,25.363333,25.363333,25.363333,25.363333,25.363333,0
2014-07-22,25.709999,25.709999,25.709999,25.709999,25.709999,0
2014-07-23,26.029999,26.029999,26.029999,26.029999,26.029999,0
2014-07-24,25.983332,25.983332,25.983332,25.983332,25.983332,0
2014-07-25,25.756666,25.756666,25.756666,25.756666,25.756666,0
2014-07-28,25.776667,25.776667,25.776667,25.776667,25.776667,0
2014-07-29,25.673332,25.673332,25.673332,25.673332,25.673332,0
2014-07-30,25.886667,25.886667,25.886667,25.886667,25.886667,0
2014-07-31,24.809999,24.809999,24.809999,24.809999,24.809999,0
2014-08-01,24.633333,24.633333,24.633333,24.633333,24.633333,0
2014-08-04,24.990000,24.990000,24.990000,24.990000,24.990000,0
2014-08-05,24.583334,24.583334,24.583334,24.583334,24.583334,0
2014-08-06,24.563334,24.563334,24.563334,24.563334,24.563334,0
2014-08-07,24.393333,24.393333,24.393333,24.393333,24.393333,0
2014-08-08,24.760000,24.760000,24.760000,24.760000,24.760000,0
2014-08-11,25.046667,25.046667,25.046667,25.046667,25.046667,0
2014-08-12,24.996666,24.996666,24.996666,24.996666,24.996666,0
2014-08-13,25.550001,25.550001,25.550001,25.550001,25.550001,0
2014-08-14,25.806665,25.806665,25.806665,25.806665,25.806665,0
2014-08-15,26.046667,26.046667,26.046667,26.046667,26.046667,0
2014-08-18,26.466667,26.466667,26.466667,26.466667,26.466667,0
2014-08-19,26.760000,26.760000,26.760000,26.760000,26.760000,0
2014-08-20,26.763334,26.763334,26.763334,26.763334,26.763334,0
2014-08-21,26.850000,26.850000,26.850000,26.850000,26.850000,0
2014-08-22,26.926666,26.926666,26.926666,26.926666,26.926666,0
2014-08-25,27.116667,27.116667,27.116667,27.116667,27.116667,0
2014-08-26,27.173332,27.173332,27.173332,27.173332,27.173332,0
2014-08-27,27.190001,27.190001,27.190001,27.190001,27.190001,0
2014-08-28,27.103333,27.103333,27.103333,27.103333,27.103333,0
2014-08-29,27.323334,27.323334,27.323334,27.323334,27.323334,0
2014-09-02,27.486666,27.486666,27.486666,27.486666,27.486666,0
2014-09-03,27.156668,27.156668,27.156668,27.156668,27.156668,0
2014-09-04,27.093332,27.093332,27.093332,27.093332,27.093332,0
2014-09-05,27.400000,27.400000,27.400000,27.400000,27.400000,0
2014-09-08,27.476667,27.476667,27.476667,27.476667,27.476667,0
2014-09-09,27.023333,27.023333,27.023333,27.023333,27.023333,0
2014-09-10,27.463333,27.463333,27.463333,27.463333,27.463333,0
2014-09-11,27.430000,27.430000,27.430000,27.430000,27.430000,0
2014-09-12,27.120001,27.120001,27.120001,27.120001,27.120001,0
2014-09-15,26.593332,26.593332,26.593332,26.593332,26.593332,0
2014-09-16,27.076668,27.076668,27.076668,27.076668,27.076668,0
2014-09-17,27.160002,27.160002,27.160002,27.160002,27.160002,0
2014-09-18,27.553335,27.553335,27.553335,27.553335,27.553335,0
2014-09-19,27.513334,27.513334,27.513334,27.513334,27.513334,0
2014-09-22,26.990000,26.990000,26.990000,26.990000,26.990000,0
2014-09-23,26.853333,26.853333,26.853333,26.853333,26.853333,0
2014-09-24,27.423332,27.423332,27.423332,27.423332,27.423332,0
2014-09-25,26.260000,26.260000,26.260000,26.260000,26.260000,0
2014-09-26,26.850000,26.850000,26.850000,26.850000,26.850000,0
2014-09-29,26.766668,26.766668,26.766668,26.766668,26.766668,0
2014-09-30,26.816666,26.816666,26.816666,26.816666,26.816666,0
2014-10-01,25.956667,25.956667,25.956667,25.956667,25.956667,0
2014-10-02,25.963333,25.963333,25.963333,25.963333,25.963333,0
2014-10-03,26.493334,26.493334,26.493334,26.493334,26.493334,0
2014-10-06,26.353333,26.353333,26.353333,26.353333,26.353333,0
2014-10-07,25.596666,25.596666,25.596666,25.596666,25.596666,0
2014-10-08,26.639999,26.639999,26.639999,26.639999,26.639999,0
2014-10-09,25.713333,25.713333,25.713333,25.713333,25.713333,0
2014-10-10,24.436666,24.436666,24.436666,24.436666,24.436666,0
2014-10-13,23.646667,23.646667,23.646667,23.646667,23.646667,0
2014-10-14,23.670000,23.670000,23.670000,23.670000,23.670000,0
2014-10-15,23.363333,23.363333,23.363333,23.363333,23.363333,0
2014-10-16,23.096666,23.096666,23.096666,23.096666,23.096666,0
2014-10-17,23.706667,23.706667,23.706667,23.706667,23.706667,0
2014-10-20,24.389999,24.389999,24.389999,24.389999,24.389999,0
2014-10-21,25.670000,25.670000,25.670000,25.670000,25.670000,0
2014-10-22,25.389999,25.389999,25.389999,25.389999,25.389999,0
2014-10-23,26.183334,26.183334,26.183334,26.183334,26.183334,0
2014-10-24,26.576668,26.576668,26.576668,26.576668,26.576668,0
2014-10-27,26.623335,26.623335,26.623335,26.623335,26.623335,0
2014-10-28,27.423332,27.423332,27.423332,27.423332,27.423332,0
2014-10-29,27.213333,27.213333,27.213333,27.213333,27.213333,0
2014-10-30,27.343332,27.343332,27.343332,27.343332,27.343332,0
2014-10-31,28.103333,28.103333,28.103333,28.103333,28.103333,0
2014-11-03,28.253334,28.253334,28.253334,28.253334,28.253334,0
2014-11-04,28.073334,28.073334,28.073334,28.073334,28.073334,0
2014-11-05,28.053335,28.053335,28.053335,28.053335,28.053335,0
2014-11-06,28.233332,28.233332,28.233332,28.233332,28.233332,0
2014-11-07,28.183334,28.183334,28.183334,28.183334,28.183334,0
2014-11-10,28.393333,28.393333,28.393333,28.393333,28.393333,0
2014-11-11,28.550001,28.550001,28.550001,28.550001,28.550001,0
2014-11-12,28.660002,28.660002,28.660002,28.660002,28.660002,0
2014-11-13,28.906668,28.906668,28.906668,28.906668,28.906668,0
2014-11-14,29.066666,29.066666,29.066666,29.066666,29.066666,0
2014-11-17,28.903334,28.903334,28.903334,28.903334,28.903334,0
2014-11-18,29.326668,29.326668,29.326668,29.326668,29.326668,0
2014-11-19,29.056665,29.056665,29.056665,29.056665,29.056665,0
2014-11-20,29.323334,29.323334,29.323334,29.323334,29.323334,0
2014-11-21,29.446665,29.446665,29.446665,29.446665,29.446665,0
2014-11-24,29.896667,29.896667,29.896667,29.896667,29.896667,0
2014-11-25,29.959999,29.959999,29.959999,29.959999,29.959999,0
2014-11-26,30.373335,30.373335,30.373335,30.373335,30.373335,0
2014-11-28,30.650000,30.650000,30.650000,30.650000,30.650000,0
2014-12-01,29.943335,29.943335,29.943335,29.943335,29.943335,0
2014-12-02,30.190001,30.190001,30.190001,30.190001,30.190001,0
2014-12-03,30.290001,30.290001,30.290001,30.290001,30.290001,0
2014-12-04,30.269999,30.269999,30.269999,30.269999,30.269999,0
2014-12-05,30.266668,30.266668,30.266668,30.266668,30.266668,0
2014-12-08,29.806665,29.806665,29.806665,29.806665,29.806665,0
2014-12-09,30.019999,30.019999,30.019999,30.019999,30.019999,0
2014-12-10,29.050001,29.050001,29.050001,29.050001,29.050001,0
2014-12-11,29.339998,29.339998,29.339998,29.339998,29.339998,0
2014-12-12,28.690001,28.690001,28.690001,28.690001,28.690001,0
2014-12-15,28.106667,28.106667,28.106667,28.106667,28.106667,0
2014-12-16,27.193335,27.193335,27.193335,27.193335,27.193335,0
2014-12-17,28.186666,28.186666,28.186666,28.186666,28.186666,0
2014-12-18,29.570000,29.570000,29.570000,29.570000,29.570000,0
2014-12-19,29.786667,29.786667,29.786667,29.786667,29.786667,0
2014-12-22,29.940001,29.940001,29.940001,29.940001,29.940001,0
2014-12-23,29.736666,29.736666,29.736666,29.736666,29.736666,0
2014-12-24,29.786667,29.786667,29.786667,29.786667,29.786667,0
2014-12-26,30.209999,30.209999,30.209999,30.209999,30.209999,0
2014-12-29,30.186666,30.186666,30.186666,30.186666,30.186666,0
2014-12-30,29.766668,29.766668,29.766668,29.766668,29.766668,0
2014-12-31,29.129999,29.129999,29.129999,29.129999,29.129999,0
2015-01-02,29.023333,29.023333,29.023333,29.023333,29.023333,0
2015-01-05,28.103333,28.103333,28.103333,28.103333,28.103333,0
2015-01-06,27.400000,27.400000,27.400000,27.400000,27.400000,0
2015-01-07,28.070000,28.070000,28.070000,28.070000,28.070000,0
2015-01-08,29.153334,29.153334,29.153334,29.153334,29.153334,0
2015-01-09,28.770000,28.770000,28.770000,28.770000,28.770000,0
2015-01-12,28.173334,28.173334,28.173334,28.173334,28.173334,0
2015-01-13,28.126667,28.126667,28.126667,28.126667,28.126667,0
2015-01-14,27.836666,27.836666,27.836666,27.836666,27.836666,0
2015-01-15,27.090000,27.090000,27.090000,27.090000,27.090000,0
2015-01-16,27.763334,27.763334,27.763334,27.763334,27.763334,0
2015-01-20,28.163334,28.163334,28.163334,28.163334,28.163334,0
2015-01-21,28.450001,28.450001,28.450001,28.450001,28.450001,0
2015-01-22,29.506666,29.506666,29.506666,29.506666,29.506666,0
2015-01-23,29.623333,29.623333,29.623333,29.623333,29.623333,0
2015-01-26,29.570000,29.570000,29.570000,29.570000,29.570000,0
2015-01-27,28.040001,28.040001,28.040001,28.040001,28.040001,0
2015-01-28,27.719999,27.719999,27.719999,27.719999,27.719999,0
2015-01-29,28.260000,28.260000,28.260000,28.260000,28.260000,0
2015-01-30,27.816668,27.816668,27.816668,27.816668,27.816668,0
2015-02-02,28.330000,28.330000,28.330000,28.330000,28.330000,0
2015-02-03,28.879999,28.879999,28.879999,28.879999,28.879999,0
2015-02-04,28.799999,28.799999,28.799999,28.799999,28.799999,0
2015-02-05,29.303333,29.303333,29.303333,29.303333,29.303333,0
2015-02-06,28.930000,28.930000,28.930000,28.930000,28.930000,0
2015-02-09,28.750000,28.750000,28.750000,28.750000,28.750000,0
2015-02-10,29.643333,29.643333,29.643333,29.643333,29.643333,0
2015-02-11,29.866667,29.866667,29.866667,29.866667,29.866667,0
2015-02-12,30.566668,30.566668,30.566668,30.566668,30.566668,0
2015-02-13,31.080000,31.080000,31.080000,31.080000,31.080000,0
2015-02-17,31.126667,31.126667,31.126667,31.126667,31.126667,0
2015-02-18,31.206667,31.206667,31.206667,31.206667,31.206667,0
2015-02-19,31.506666,31.506666,31.506666,31.506666,31.506666,0
2015-02-20,31.940001,31.940001,31.940001,31.940001,31.940001,0
2015-02-23,32.020000,32.020000,32.020000,32.020000,32.020000,0
2015-02-24,32.049999,32.049999,32.049999,32.049999,32.049999,0
2015-02-25,31.896667,31.896667,31.896667,31.896667,31.896667,0
2015-02-26,32.209999,32.209999,32.209999,32.209999,32.209999,0
2015-02-27,31.906666,31.906666,31.906666,31.906666,31.906666,0
2015-03-02,32.503334,32.503334,32.503334,32.503334,32.503334,0
2015-03-03,32.163334,32.163334,32.163334,32.163334,32.163334,0
2015-03-04,31.953333,31.953333,31.953333,31.953333,31.953333,0
2015-03-05,32.049999,32.049999,32.049999,32.049999,32.049999,0
2015-03-06,32.049999,32.049999,32.049999,32.049999,32.049999,0
2015-03-09,31.486666,31.486666,31.486666,31.486666,31.486666,0
2015-03-10,30.299999,30.299999,30.299999,30.299999,30.299999,0
2015-03-11,29.959999,29.959999,29.959999,29.959999,29.959999,0
2015-03-12,30.373333,30.373333,30.373333,30.373333,30.373333,0
2015-03-13,30.083334,30.083334,30.083334,30.083334,30.083334,0
2015-03-16,30.853333,30.853333,30.853333,30.853333,30.853333,0
2015-03-17,30.930000,30.930000,30.930000,30.930000,30.930000,0
2015-03-18,31.570000,31.570000,31.570000,31.570000,31.570000,0
2015-03-19,31.643333,31.643333,31.643333,31.643333,31.643333,0
2015-03-20,32.080002,32.080002,32.080002,32.080002,32.080002,0
2015-03-23,31.906666,31.906666,31.906666,31.906666,31.906666,0
2015-03-24,31.690001,31.690001,31.690001,31.690001,31.690001,0
2015-03-25,30.233334,30.233334,30.233334,30.233334,30.233334,0
2015-03-26,30.033333,30.033333,30.033333,30.033333,30.033333,0
2015-03-27,30.276667,30.276667,30.276667,30.276667,30.276667,0
2015-03-30,30.973333,30.973333,30.973333,30.973333,30.973333,0
2015-03-31,30.299999,30.299999,30.299999,30.299999,30.299999,0
2015-04-01,29.983334,29.983334,29.983334,29.983334,29.983334,0
2015-04-02,30.036667,30.036667,30.036667,30.036667,30.036667,0
2015-04-06,30.516666,30.516666,30.516666,30.516666,30.516666,0
2015-04-07,30.416666,30.416666,30.416666,30.416666,30.416666,0
2015-04-08,30.876667,30.876667,30.876667,30.876667,30.876667,0
2015-04-09,31.270000,31.270000,31.270000,31.270000,31.270000,0
2015-04-10,31.523333,31.523333,31.523333,31.523333,31.523333,0
